x,y,z,c,t
402,364,212,5,3
306,297,319,6,2
471,419,158,2,1
421,455,365,5,3
462,472,211,6,5
285,383,367,2,1
339,328,410,5,2
472,218,309,8,5
201,336,417,8,8
228,217,225,7,8
454,214,269,8,6
245,339,279,8,3
290,342,361,5,3
338,472,444,8,3
406,292,429,6,6
208,275,156,6,6
448,270,312,5,5
182,222,189,3,2
471,201,439,4,3
424,172,287,7,4
278,386,335,9,9
233,372,239,6,7
187,237,259,3,1
433,405,155,6,5
280,393,208,4,2
182,418,178,2,1
291,448,218,5,2
382,334,221,4,2
366,157,445,5,1
391,285,153,0,0
239,319,488,7,5
181,454,207,3,2
258,340,406,3,1
465,181,292,1,0
152,170,467,5,3
424,224,407,4,4
425,418,151,4,3
295,424,424,2,1
355,284,400,7,5
409,263,453,5,3
332,438,486,6,3
177,363,269,4,5
299,427,477,7,7
375,263,259,9,3
442,473,418,6,3
319,245,339,5,4
479,330,394,5,4
494,434,389,5,5
218,171,389,0,0
260,214,490,6,8
180,338,180,4,3
336,395,437,8,7
367,346,346,8,7
372,457,423,2,2
315,273,367,6,4
389,441,496,8,9
306,376,436,3,2
367,191,474,2,2
260,360,313,4,7
428,335,447,2,1
405,211,332,8,5
479,312,363,8,4
345,384,419,8,6
422,448,481,4,2
424,378,257,8,4
281,244,447,7,6
425,281,440,1,1
288,269,176,6,4
373,448,164,8,3
182,339,459,6,3
402,270,416,8,4
337,449,188,7,0
327,397,462,6,3
153,426,302,5,1
378,349,384,4,2
461,153,226,4,5
173,268,215,5,5
165,217,289,6,4
301,419,367,8,4
228,379,191,8,5
478,152,327,6,3
475,488,384,7,5
247,231,443,7,5
368,432,250,8,6
482,430,419,7,9
214,412,440,5,2
155,385,363,6,3
217,159,319,8,1
489,478,343,8,7
164,185,321,5,2
426,196,464,6,5
315,203,468,9,6
432,379,219,8,4
330,337,286,6,4
285,454,331,8,5
353,471,411,7,4
322,267,361,4,3
221,170,184,3,2
362,298,335,9,6
294,425,283,8,6
310,171,230,5,5
443,242,369,2,2
450,367,483,8,7
273,180,491,8,8
381,244,398,7,5
181,169,294,5,4
464,180,310,2,1
445,247,454,5,3
475,346,297,7,5
449,321,288,1,1
437,348,410,0,0
288,384,304,0,0
211,432,369,7,0
207,319,366,6,1
450,348,263,1,0
498,227,209,6,2
223,227,274,5,3
184,426,404,4,3
368,303,220,4,3
472,285,491,4,1
407,236,415,8,4
479,221,347,4,3
155,461,190,3,3
155,243,403,1,1
153,492,478,3,2
176,162,376,3,2
237,367,297,5,4
380,175,485,8,6
405,229,370,6,6
454,230,257,3,3
425,161,287,6,4
346,229,398,7,7
151,310,314,6,4
206,365,178,7,4
456,455,150,6,2
235,215,182,8,6
445,288,247,4,2
483,219,169,8,3
426,454,234,3,3
332,458,479,6,8
425,254,496,4,3
431,479,166,5,7
260,380,449,5,2
353,159,162,7,2
317,366,429,2,1
380,193,160,6,6
230,165,327,4,4
244,441,355,1,1
326,263,500,6,2
187,429,354,5,1
455,408,381,6,5
359,233,218,4,5
279,155,386,6,7
408,429,210,7,5
316,416,308,6,2
191,209,371,4,4
368,240,257,2,1
297,271,326,5,5
154,162,370,6,4
190,442,422,3,2
222,372,495,6,2
421,201,366,5,3
186,214,317,8,6
257,407,387,1,1
305,458,350,4,3
287,308,176,4,2
158,350,368,5,3
367,316,245,1,0
405,270,241,3,2
154,273,455,5,2
436,260,412,3,2
389,315,194,8,3
260,343,402,5,2
446,171,397,7,9
449,269,405,8,3
366,451,369,8,5
159,392,361,6,4
449,321,267,7,4
422,382,293,8,4
191,193,275,7,5
458,494,345,9,5
175,350,338,7,2
464,357,357,4,4
226,423,307,6,3
333,429,282,3,1
233,321,296,0,0
258,198,391,1,1
319,321,461,3,1
188,257,260,5,2
277,243,313,6,9
482,442,168,8,1
309,252,461,8,9
467,184,499,6,4
328,360,166,6,5
208,197,432,8,3
289,308,389,1,1
387,205,462,7,6
440,197,475,7,8
414,486,216,5,3
339,186,359,8,3
204,204,291,8,6
173,309,461,7,1
453,344,240,5,2
292,284,336,5,1
264,361,198,5,2
344,180,225,8,4
167,168,216,6,6
239,216,259,2,2
177,405,480,7,6
165,455,451,1,0
225,428,182,6,4
275,234,382,8,6
272,368,195,6,6
498,213,358,7,3
189,388,401,3,1
153,383,496,1,1
345,361,383,6,5
265,373,442,8,7
175,381,260,7,2
165,376,195,8,3
478,173,384,5,3
367,200,271,5,3
203,257,230,2,2
286,319,433,1,1
227,174,262,5,4
450,162,277,8,5
320,164,463,7,4
456,337,299,4,2
370,410,365,6,2
385,450,414,7,3
335,459,339,2,1
281,320,274,6,4
435,214,267,3,2
300,283,242,8,7
373,157,295,4,4
455,291,436,3,2
410,397,213,6,3
152,281,263,8,4
456,222,180,7,6
420,424,447,2,1
157,171,270,7,2
414,494,311,14,6
368,225,200,7,4
290,235,228,6,4
278,233,164,7,3
362,348,172,8,6
401,416,283,8,1
273,362,438,5,2
205,257,233,5,5
487,453,343,8,8
457,467,242,6,5
260,211,311,4,4
158,426,163,0,0
293,239,350,5,5
461,367,403,4,3
488,385,429,6,5
256,255,258,8,6
192,282,426,7,2
309,491,161,2,1
237,322,235,4,3
469,382,308,2,2
247,361,260,7,3
242,228,245,5,4
189,294,222,4,4
319,359,456,7,7
236,359,243,4,1
327,164,337,6,4
338,463,314,2,1
306,346,340,7,4
162,323,401,5,3
241,322,465,7,6
477,352,434,5,2
327,301,240,3,2
428,456,411,7,5
497,369,195,7,2
314,333,183,2,2
420,373,288,0,0
183,320,224,4,1
447,301,393,4,1
294,199,460,8,5
479,286,199,5,1
455,358,201,6,2
275,466,358,2,2
453,434,332,6,1
422,463,212,5,2
397,430,393,7,3
257,456,370,7,4
165,412,255,1,0
365,296,184,8,1
253,297,283,2,1
437,375,277,8,6
252,344,257,4,1
310,441,371,7,3
156,321,422,5,2
168,463,240,5,5
482,234,227,7,7
364,267,456,8,7
304,288,314,1,1
227,411,203,6,3
179,182,152,4,2
280,211,227,8,3
358,486,196,7,4
484,274,296,2,1
360,355,386,6,4
382,303,378,3,2
176,310,362,4,3
176,303,278,5,4
178,467,260,8,4
245,194,448,5,3
172,481,224,7,2
321,322,329,6,3
204,160,256,4,3
243,356,327,3,3
426,409,425,5,3
288,364,333,4,1
484,458,383,6,4
173,497,409,2,1
307,296,262,4,2
300,436,441,8,4
258,159,191,8,3
267,442,440,4,2
498,397,468,8,5
434,479,268,6,5
332,402,449,3,1
480,360,370,1,0
241,165,402,1,2
312,300,218,8,4
274,319,373,8,7
494,247,265,5,5
323,335,166,1,0
406,177,306,2,2
343,222,450,3,2
289,386,215,7,3
235,399,343,6,2
393,427,374,8,2
373,466,370,6,7
374,483,395,5,5
270,343,276,4,4
485,492,479,2,2
347,484,224,5,5
429,307,485,2,1
483,318,323,7,2
275,470,210,2,1
418,173,226,8,5
193,383,393,7,8
173,484,401,3,2
296,156,378,6,5
262,462,484,6,0
192,443,385,3,2
435,448,328,3,2
427,309,209,8,8
216,298,215,6,3
347,378,422,2,1
387,483,480,4,3
344,479,464,6,6
446,253,481,6,5
266,309,313,6,3
357,399,459,8,4
354,399,213,8,5
235,416,304,7,5
246,387,242,8,2
451,263,153,6,5
377,167,383,2,1
491,459,194,9,7
255,235,242,3,4
177,376,428,7,5
367,212,346,2,1
308,172,189,6,8
236,152,406,6,1
295,211,235,2,1
193,357,259,3,1
180,391,204,7,2
192,378,358,8,4
452,479,314,4,2
433,217,413,8,4
266,352,163,8,3
181,405,308,3,2
176,281,467,9,6
427,205,339,3,3
258,313,402,4,2
236,209,217,8,6
201,473,308,6,8
280,313,401,6,7
384,402,262,6,1
464,237,275,6,3
494,500,379,5,2
476,274,464,5,5
318,370,443,6,4
287,254,312,0,0
441,178,469,6,6
409,386,491,5,2
303,313,421,2,1
405,344,418,8,7
298,467,160,2,2
345,222,255,4,2
479,163,206,7,4
252,296,305,4,2
369,495,460,7,7
220,173,346,1,0
426,180,393,1,2
434,454,368,6,3
282,487,497,7,2
412,377,461,4,3
270,236,197,3,2
297,154,495,5,2
496,457,201,8,2
325,247,225,4,3
351,351,201,6,1
361,471,227,2,1
201,256,194,3,1
472,232,169,2,1
498,477,195,5,5
251,291,308,8,5
421,177,326,5,1
395,177,493,2,1
399,398,481,5,4
309,434,150,8,3
415,157,271,7,4
172,316,286,7,4
363,476,268,2,1
176,244,412,8,5
414,350,344,4,3
225,331,380,2,2
314,203,183,2,1
458,174,309,8,6
197,388,194,7,7
200,417,287,5,4
173,258,444,5,2
407,398,247,4,1
341,295,205,6,2
332,411,339,8,4
356,220,415,4,2
462,271,457,9,8
311,178,328,8,6
186,225,473,3,2
477,406,383,8,9
349,444,342,7,4
358,446,164,7,0
163,448,286,8,13
397,369,482,7,7
348,275,232,5,2
269,293,382,6,2
272,264,488,6,6
248,272,313,8,5
338,251,359,2,1
351,383,430,10,4
482,277,306,1,1
244,181,470,8,8
446,442,216,2,2
323,282,336,5,5
323,500,464,1,0
375,163,405,6,4
216,484,438,8,6
489,224,259,7,3
278,212,213,6,5
154,304,462,7,3
404,286,295,7,6
498,312,187,9,4
391,360,200,7,4
342,401,295,7,3
189,448,317,7,6
411,491,167,3,2
415,240,281,8,1
342,425,254,3,2
452,225,168,5,3
476,370,344,4,1
452,258,188,0,1
241,311,268,4,3
284,191,197,7,3
424,378,396,6,3
392,423,494,8,7
313,356,456,3,4
342,292,499,4,2
229,262,286,9,7
189,215,258,2,1
446,464,195,6,2
166,332,359,4,3
152,216,359,6,7
263,220,396,1,2
455,414,364,5,2
472,221,354,1,1
485,271,254,6,2
324,375,295,7,4
448,415,303,6,5
189,308,192,2,1
208,413,184,5,2
383,431,283,8,4
385,287,263,4,2
320,426,463,10,8
496,459,480,7,1
400,420,251,8,6
216,455,264,5,2
308,470,303,10,6
361,346,339,4,1
154,481,485,7,3
406,458,240,3,1
296,281,447,8,7
300,391,247,7,5
277,228,451,3,2
339,272,386,6,3
216,315,361,8,2
349,341,393,5,3
319,201,291,8,4
499,183,315,0,0
232,361,177,8,3
257,231,160,8,6
370,452,336,7,8
365,427,214,3,2
168,327,434,6,5
384,352,316,3,2
162,250,452,7,6
280,349,433,5,4
214,413,421,7,3
221,262,416,6,4
453,346,472,4,4
487,464,285,8,3
208,225,189,6,4
259,165,435,1,2
353,212,166,7,4
448,307,276,6,4
490,404,254,5,1
346,394,256,6,7
330,385,330,6,4
277,340,472,7,3
241,446,476,8,6
361,496,155,6,4
467,413,443,7,3
433,246,338,6,4
443,187,366,5,4
220,458,461,3,2
392,369,311,4,2
461,201,408,8,9
388,190,441,5,3
256,284,184,6,5
196,299,395,1,0
470,233,191,4,4
206,267,265,5,3
422,207,246,7,7
395,335,477,4,2
429,234,177,8,7
255,247,339,6,3
477,180,267,6,4
193,299,444,6,3
363,306,261,6,4
265,189,259,4,2
229,234,246,6,6
336,207,461,7,3
430,265,464,7,2
462,458,248,8,4
172,194,415,8,2
388,232,440,6,3
173,208,357,6,3
359,246,150,4,2
406,250,257,5,4
316,462,348,9,5
168,338,481,1,0
355,171,409,1,0
367,382,388,5,8
450,333,444,7,4
266,432,298,2,2
500,190,208,8,8
368,485,311,7,9
454,299,258,5,2
392,445,405,8,5
170,179,211,6,5
463,472,333,1,0
338,476,395,8,5
212,493,231,7,4
452,313,495,8,7
163,269,384,4,3
178,299,471,5,3
316,319,310,8,7
447,421,270,5,4
243,251,304,4,3
166,254,193,7,3
330,181,208,6,5
226,499,194,7,4
197,335,451,3,3
489,270,359,4,1
435,275,275,3,1
175,461,214,8,3
284,403,267,8,4
458,314,183,4,3
280,485,247,8,4
482,177,396,2,1
181,289,226,8,5
457,472,266,6,7
450,460,406,2,2
235,462,176,6,5
220,462,323,6,4
330,362,279,3,2
394,247,461,4,3
388,202,275,3,1
275,344,375,7,6
419,474,301,4,2
432,206,499,7,5
431,308,250,6,4
378,472,221,5,5
427,373,361,3,2
155,437,453,7,2
170,170,163,5,2
494,343,485,7,7
293,383,455,7,5
284,230,459,3,2
331,194,156,0,0
304,222,500,4,2
161,210,207,4,3
373,425,166,4,2
444,437,424,6,1
452,250,489,4,3
388,466,336,7,3
318,490,384,8,4
211,456,157,6,3
218,479,449,4,1
241,271,167,5,2
434,150,196,8,7
486,366,339,6,6
265,318,268,7,4
341,311,377,4,1
437,445,329,3,2
332,430,255,4,5
379,250,384,4,2
384,275,228,5,2
205,479,163,3,3
205,160,329,7,8
156,203,331,2,1
309,278,489,2,1
416,223,154,3,4
449,298,412,9,4
333,218,266,6,2
463,492,232,6,3
405,291,400,3,3
314,451,480,4,3
274,211,441,8,3
349,213,324,6,3
401,281,208,8,3
184,245,340,3,2
479,429,274,7,6
332,189,344,0,0
226,190,495,4,4
156,160,290,7,9
205,425,447,4,2
477,430,417,8,3
333,335,298,5,3
179,404,221,6,3
186,417,259,4,8
434,179,279,8,7
465,421,322,7,4
290,478,323,6,1
361,411,333,2,2
249,213,328,8,8
312,466,392,7,4
496,333,312,8,7
454,255,241,5,2
359,388,403,4,1
397,471,412,7,7
279,200,438,6,2
216,368,234,8,4
458,211,175,6,3
442,333,239,12,4
427,312,299,5,2
448,254,486,3,3
325,261,160,4,2
248,368,498,6,7
288,279,189,2,1
234,407,345,4,1
244,283,233,5,4
175,261,375,4,1
405,173,497,2,2
248,221,183,6,3
284,390,380,5,2
295,435,420,3,2
473,337,468,8,4
453,318,171,7,4
489,360,294,8,5
452,496,258,6,4
344,376,422,1,1
492,468,317,7,7
159,490,466,0,0
425,350,200,7,9
370,394,238,8,3
442,338,237,0,0
357,221,316,5,3
389,346,430,7,2
461,417,340,8,5
374,382,437,5,2
343,348,247,8,8
352,436,195,5,3
171,453,438,1,1
464,301,499,0,1
223,192,252,5,3
443,251,295,2,1
190,240,443,8,2
188,337,289,7,7
162,400,166,5,3
346,219,309,5,2
160,448,177,12,5
210,276,299,6,1
244,376,277,6,6
429,260,204,4,4
285,326,367,3,2
220,453,407,8,5
354,303,282,4,3
448,301,416,5,3
163,249,469,6,4
470,474,225,6,3
248,353,381,5,2
412,364,446,1,1
382,184,187,8,7
497,226,313,7,2
159,301,189,8,11
203,419,150,7,4
174,221,221,7,1
226,413,453,5,2
231,333,486,8,5
237,450,349,8,5
201,374,250,4,3
431,281,483,7,3
379,163,367,3,3
339,347,225,4,2
493,492,169,5,2
408,457,163,0,0
351,197,378,2,2
263,236,289,6,5
425,428,296,6,4
183,337,337,6,7
160,461,191,8,6
353,336,309,4,3
199,349,158,8,4
361,282,316,8,2
443,261,266,4,4
459,292,173,8,6
175,204,500,7,8
260,328,449,3,3
221,472,490,9,5
410,219,417,5,5
426,298,171,8,2
337,386,341,3,3
499,280,301,6,3
258,331,166,6,1
353,237,490,6,3
204,377,421,7,7
348,227,410,5,4
316,411,189,5,2
391,232,233,6,7
462,223,314,6,1
169,348,272,6,3
481,475,342,6,5
324,357,191,7,4
177,192,356,8,4
425,299,479,8,4
500,169,441,9,9
239,455,326,8,6
255,179,448,1,1
460,151,179,2,1
301,454,336,8,6
405,159,335,8,8
230,386,214,6,3
374,167,388,7,6
266,329,194,6,2
443,396,373,3,2
225,368,354,2,2
153,247,250,6,3
333,232,374,2,2
310,441,338,7,5
174,465,457,4,3
238,393,478,7,5
306,249,463,9,6
304,284,446,7,2
453,327,465,8,8
262,152,171,3,3
189,336,473,5,4
325,492,201,5,3
329,236,242,6,2
166,463,415,8,5
458,259,416,3,4
315,280,219,5,4
455,262,457,8,13
329,397,239,3,4
377,368,377,1,1
325,385,357,7,4
223,424,400,6,4
421,382,304,1,0
400,226,180,4,4
241,363,428,7,6
420,315,229,6,4
263,407,281,5,1
362,483,248,2,2
477,166,195,4,3
474,261,237,6,2
322,481,189,6,3
344,447,210,7,3
275,208,380,8,5
481,480,367,6,4
205,308,367,6,4
180,365,318,7,3
395,454,445,5,2
445,208,386,4,2
280,499,334,7,3
261,175,463,8,4
344,482,236,2,2
164,386,435,7,9
364,240,461,7,7
496,237,277,9,7
457,434,275,8,5
418,326,353,3,2
198,160,314,6,3
238,438,260,6,5
154,410,360,2,2
176,212,404,8,8
179,481,386,8,5
479,427,483,6,7
423,447,274,2,2
458,424,243,8,4
259,417,456,9,4
180,372,464,8,10
188,269,210,3,1
363,156,162,2,2
229,247,276,1,1
226,269,180,5,4
292,466,279,8,7
150,248,301,2,1
182,376,187,8,2
296,413,208,4,2
332,265,256,6,4
415,482,315,8,4
437,198,216,3,1
496,475,226,1,0
400,362,478,8,3
332,423,316,3,2
489,323,383,2,2
319,209,460,4,5
438,302,490,4,3
376,180,314,2,1
243,244,419,6,5
380,401,429,6,3
204,274,160,7,5
166,163,226,5,3
266,314,237,3,2
246,383,355,6,4
255,428,230,6,2
454,466,189,8,9
358,183,236,6,4
354,188,355,8,6
481,407,493,9,3
156,484,201,4,5
416,474,277,5,2
484,449,195,3,1
409,277,286,6,6
395,297,374,7,4
328,250,285,6,4
207,461,245,3,1
206,236,466,5,3
444,437,488,4,2
333,431,313,4,2
469,491,246,0,1
203,480,301,1,1
430,324,308,4,4
289,488,226,6,5
287,357,193,6,4
469,306,296,6,5
370,229,432,8,5
403,274,216,5,5
240,450,430,2,1
423,192,413,6,3
202,223,366,8,7
439,347,238,3,1
273,311,326,6,3
223,161,351,2,1
234,371,464,5,3
279,166,357,1,0
485,184,271,4,1
308,215,164,10,11
221,410,432,3,1
238,475,489,4,0
360,491,341,8,6
366,415,160,8,5
256,196,156,4,1
246,496,341,3,2
264,258,342,4,1
317,484,380,6,6
270,199,271,4,4
459,356,165,7,8
275,301,281,5,2
302,269,302,4,2
366,330,224,4,4
333,417,494,1,1
372,308,376,6,6
275,312,439,5,3
450,326,227,5,2
489,486,266,8,5
194,254,391,9,6
403,474,391,2,1
214,460,271,4,2
494,361,266,8,7
225,283,484,6,3
380,470,214,5,3
372,227,316,11,7
499,361,359,5,5
221,336,155,5,3
380,405,253,4,2
320,420,461,8,4
498,327,337,4,2
404,158,473,6,2
246,372,202,6,4
185,304,278,11,4
174,158,231,1,2
462,193,497,4,3
248,229,360,6,4
477,241,220,8,1
241,418,462,6,6
459,465,465,8,4
167,176,405,7,6
480,482,247,7,3
356,475,278,7,3
460,261,332,7,4
304,161,158,6,2
302,409,339,7,4
486,228,345,5,3
471,324,493,6,5
299,419,348,6,2
464,335,155,7,3
343,345,496,6,3
261,222,359,7,2
393,388,291,8,4
491,370,411,0,0
417,249,167,8,5
192,333,217,5,2
319,353,457,0,0
436,396,440,8,3
166,396,283,5,3
189,472,496,8,4
394,451,173,5,3
473,484,418,6,4
459,275,279,0,1
152,422,162,2,1
498,171,409,6,2
262,253,151,5,2
373,391,403,7,7
450,487,245,7,7
201,267,229,7,3
412,372,300,4,1
345,451,404,6,4
233,151,420,8,3
285,412,456,6,5
439,363,272,7,4
312,153,475,7,11
358,494,391,8,6
217,302,376,5,4
205,362,250,7,5
246,406,342,5,3
418,251,158,3,3
467,445,365,5,3
445,233,165,5,6
332,213,232,7,5
459,242,282,2,3
222,494,438,8,5
344,161,346,7,8
242,200,343,3,4
431,200,241,4,4
349,371,348,3,2
387,416,217,7,3
429,374,229,7,5
297,389,299,3,3
303,466,292,4,2
291,262,288,9,3
160,359,346,7,7
151,178,333,7,7
164,398,414,7,6
160,192,299,9,4
194,467,226,4,3
396,478,222,5,3
408,224,396,4,2
367,408,177,5,5
217,448,481,2,1
490,254,158,5,5
203,190,311,6,5
334,407,175,6,4
314,324,155,5,5
316,392,371,6,3
446,243,460,7,6
436,301,215,1,0
361,363,434,8,7
452,216,314,2,2
444,433,372,8,3
333,498,169,4,3
414,497,230,5,5
203,463,482,8,4
452,478,228,2,1
368,386,309,6,7
193,176,436,2,1
345,245,395,8,4
488,403,424,2,3
441,419,170,8,6
400,176,163,8,3
386,336,240,3,3
175,392,290,6,2
412,156,168,8,3
485,475,331,4,3
415,274,342,3,3
471,355,497,6,3
454,205,250,8,6
160,353,179,4,2
160,477,432,6,8
301,171,186,4,3
247,331,475,6,3
473,395,178,6,6
196,299,422,1,0
311,472,386,2,0
369,216,248,6,3
375,328,246,4,1
309,443,482,8,4
337,348,283,7,2
353,237,310,5,7
475,389,254,7,1
406,302,386,6,5
254,446,195,5,5
272,395,245,5,4
193,423,298,4,1
415,264,472,7,4
254,356,152,4,1
217,331,497,4,2
300,195,151,4,3
151,386,227,6,3
498,251,488,4,4
236,269,341,6,3
214,163,311,3,2
386,442,387,1,0
211,284,271,5,3
389,187,393,4,3
430,268,453,6,6
494,256,335,9,4
251,223,233,8,5
216,466,324,5,5
455,445,378,5,4
301,209,287,6,3
460,175,187,5,4
463,356,500,6,4
372,286,441,11,12
247,387,466,4,4
271,295,336,8,8
318,167,382,3,1
201,481,269,8,12
304,396,187,6,3
300,222,325,2,1
454,263,269,5,2
165,394,305,7,2
404,152,397,7,5
478,402,167,8,2
478,174,272,6,5
185,411,379,5,2
444,407,252,2,2
365,279,313,2,1
404,163,303,8,6
251,161,210,3,2
343,486,223,5,1
326,499,231,2,2
453,310,484,6,3
392,359,415,9,7
299,439,187,5,4
292,499,388,6,4
382,333,239,4,2
389,265,290,6,1
455,354,403,6,5
273,286,160,4,4
192,171,208,1,0
226,268,222,3,2
477,296,457,2,2
467,309,321,3,3
323,435,377,8,7
237,477,402,6,2
403,348,319,2,1
275,376,284,5,4
263,378,240,8,5
254,277,193,7,4
459,318,395,6,5
403,219,366,4,3
151,368,464,6,4
348,440,354,6,6
227,217,350,6,7
152,343,195,7,4
288,385,347,5,3
243,219,284,8,6
313,202,496,8,5
251,181,241,5,3
488,496,223,4,3
308,397,461,5,3
344,480,366,6,3
412,233,196,6,4
362,361,155,0,0
299,245,338,5,4
274,332,429,1,1
275,376,235,5,1
374,176,364,6,7
466,291,280,8,5
253,227,338,6,3
431,298,199,3,2
176,330,486,2,0
171,395,487,4,2
449,343,249,8,9
255,251,279,6,4
243,446,336,4,3
310,496,187,7,3
249,254,390,5,5
215,248,226,2,1
216,257,356,8,9
415,153,401,6,8
373,500,413,8,3
171,362,382,9,5
183,362,159,8,6
292,421,289,4,3
254,413,197,1,0
173,156,341,5,0
439,467,229,6,4
445,468,286,7,3
484,310,365,6,3
352,371,163,6,2
420,197,377,3,1
355,387,222,11,5
295,382,298,7,0
167,331,164,3,2
449,473,186,8,4
221,229,431,4,3
291,500,192,8,4
347,430,373,6,5
317,168,170,2,1
369,277,429,8,10
352,350,158,6,4
442,257,284,1,1
479,363,230,4,4
180,192,463,8,3
366,230,443,5,4
346,483,486,5,3
232,373,179,7,6
475,319,407,8,4
175,483,486,8,6
451,257,165,1,2
382,498,481,5,5
447,289,258,4,3
436,406,337,6,3
329,472,217,6,3
341,366,394,2,1
219,230,164,7,8
209,390,402,6,6
415,261,344,3,2
432,159,453,1,1
157,402,442,8,6
256,207,298,3,2
370,487,331,4,3
159,188,480,1,0
256,347,465,2,1
310,210,460,7,2
333,466,167,8,7
313,493,237,0,0
229,446,499,1,0
158,472,308,1,0
435,220,465,4,3
384,334,367,7,9
396,203,380,8,4
485,308,386,8,2
278,473,379,5,3
222,252,319,6,5
433,340,170,6,6
165,217,283,2,1
479,421,481,6,3
178,368,344,6,0
342,346,153,7,5
172,383,248,5,6
263,215,475,6,2
284,203,162,2,1
500,409,334,5,3
405,232,288,6,1
441,434,206,8,7
346,220,354,6,1
335,493,186,7,4
245,224,184,7,5
239,422,472,8,4
391,167,174,5,4
237,419,391,3,1
255,423,488,8,5
292,257,163,11,10
151,430,268,8,9
342,185,408,2,0
176,377,283,4,3
423,432,433,2,1
474,260,261,7,2
238,343,151,8,5
387,462,160,8,7
451,498,358,6,2
271,447,430,7,5
403,379,372,4,2
471,285,217,7,6
391,236,311,5,3
416,246,487,4,2
319,436,456,7,4
257,180,471,4,4
217,431,213,6,2
218,458,360,2,1
482,199,418,6,1
445,408,196,6,5
151,314,166,6,1
199,212,237,4,2
336,252,219,8,4
282,229,178,6,4
253,382,240,8,4
168,169,293,6,5
364,416,224,7,3
246,170,159,6,5
392,481,420,6,4
297,425,457,8,4
325,324,154,11,12
241,239,493,6,3
218,154,263,8,4
398,349,258,4,2
313,317,159,6,2
325,389,314,4,2
425,259,425,6,4
266,330,359,5,4
349,212,313,8,5
238,320,479,5,2
221,414,351,4,3
226,277,220,4,2
361,239,152,2,2
280,186,160,8,6
337,431,373,8,6
306,471,470,3,1
492,397,159,11,10
450,262,378,5,3
363,477,321,8,3
372,197,273,1,1
391,391,252,8,6
189,242,192,6,4
425,336,307,5,4
441,276,329,4,3
201,205,171,2,1
361,449,180,1,0
301,246,290,3,2
336,207,430,8,9
249,296,226,2,1
332,409,357,5,3
425,278,220,6,2
477,496,392,5,2
222,311,281,4,3
345,210,201,7,4
200,426,209,3,3
362,452,343,6,1
150,230,265,4,2
397,443,309,4,2
153,157,341,8,6
316,264,265,4,2
163,289,475,5,3
287,371,183,8,4
184,157,311,8,2
266,423,369,4,1
355,209,179,7,3
314,189,191,3,2
183,464,329,8,5
255,304,350,4,7
187,311,344,4,2
479,302,298,5,6
297,181,240,8,3
162,313,416,7,4
240,198,383,7,4
239,284,188,3,3
240,324,163,5,6
299,417,235,7,8
227,266,396,4,2
381,267,257,3,2
161,370,492,2,1
321,446,224,6,3
158,187,292,6,7
475,341,476,1,0
169,168,151,3,2
309,181,250,6,2
260,331,166,4,3
400,392,462,6,2
483,327,397,3,4
216,331,163,8,6
491,490,230,3,2
258,393,423,4,3
318,302,226,8,7
357,426,226,6,2
208,273,333,5,4
477,420,500,5,4
446,177,476,7,4
204,353,367,7,7
313,203,390,4,3
459,498,420,5,2
398,386,418,4,6
387,165,382,6,2
169,223,233,4,2
294,234,478,4,4
420,497,154,7,5
340,214,250,5,3
242,252,388,8,9
393,355,153,7,3
344,395,421,4,2
434,322,326,9,8
187,214,329,8,5
355,484,152,6,4
407,492,170,5,3
157,151,475,7,8
177,330,234,8,4
242,266,454,8,11
340,165,423,4,2
438,243,492,4,1
453,186,386,4,1
219,166,391,7,3
197,258,235,7,3
365,437,232,2,2
254,350,337,8,6
284,412,483,6,2
320,402,499,8,4
481,352,324,6,2
443,291,324,2,2
181,492,242,5,4
442,194,338,7,8
440,480,285,7,3
306,441,220,6,3
358,388,319,7,2
478,188,396,8,4
163,290,484,6,3
419,157,307,6,2
491,206,233,3,1
364,154,189,5,2
350,269,360,5,2
366,261,239,6,6
307,359,213,6,4
416,443,296,1,1
242,258,179,3,3
170,346,371,1,2
264,181,282,5,3
208,155,165,4,2
323,408,348,6,6
348,277,454,5,2
234,259,477,6,0
235,277,299,2,2
250,185,295,1,1
190,238,306,6,3
374,342,298,5,2
430,188,172,1,1
281,468,162,2,1
353,343,232,9,6
210,438,459,6,2
309,442,338,6,4
259,374,281,9,15
449,227,433,3,2
180,480,324,4,0
293,177,267,4,2
444,498,166,6,4
196,350,386,6,4
382,422,220,4,2
343,487,444,6,5
448,478,221,4,5
216,232,446,6,4
239,416,275,6,3
499,363,251,7,4
325,387,244,1,0
247,288,483,1,0
298,371,415,6,1
273,335,475,3,1
243,191,179,0,0
269,351,442,5,4
295,240,154,6,7
285,416,499,3,1
271,242,332,2,0
207,417,244,7,7
248,489,206,7,2
422,371,473,8,8
324,364,489,8,7
480,490,330,5,4
205,397,322,7,10
340,362,228,1,1
245,273,459,4,3
417,499,414,8,4
240,453,187,4,3
390,338,224,8,7
156,242,177,7,5
300,425,377,6,3
361,281,194,6,2
239,326,450,5,5
180,345,330,8,3
460,475,151,5,1
490,371,309,6,5
415,453,179,8,4
238,209,468,5,3
169,445,347,8,2
170,293,490,2,1
476,484,219,5,3
424,424,259,7,3
374,430,228,8,3
423,460,195,5,3
418,182,396,5,2
207,407,421,8,5
390,422,249,3,2
383,436,490,4,2
188,159,434,9,7
433,367,484,8,5
161,387,241,2,1
